current_credits,total_credits,current_gpa,target_gpa,num_2_credit,num_3_credit,final_gpa
72,120,2.33,3.02,1,15,2.61
47,120,3.33,3.53,0,24,3.34
70,120,3.4,3.51,23,1,3.44
51,120,2.13,3.42,25,6,2.63
52,120,3.04,3.55,34,0,3.1
68,120,3.77,3.85,21,3,3.83
115,120,2.44,3.64,1,1,3.1
66,120,2.24,2.38,19,5,2.46
108,120,3.75,3.86,4,1,3.84
98,120,3.1,3.53,5,4,3.45
106,120,3.44,3.77,5,1,3.42
40,120,1.79,3.52,26,9,2.61
113,120,3.4,3.5,2,1,3.29
36,120,3.36,3.84,7,23,3.52
98,120,1.77,3.66,8,2,2.54
115,120,3.38,3.51,1,1,3.63
67,120,3.88,3.91,2,16,3.75
39,120,2.63,3.93,1,26,3.44
82,120,1.54,1.87,19,0,1.59
60,120,2.99,3.11,21,6,3.17
30,120,2.36,3.15,19,17,2.62
84,120,2.0,3.48,3,10,2.77
41,120,2.75,3.11,24,10,2.8
68,120,3.71,3.93,20,4,3.97
38,120,1.89,3.43,12,19,2.71
100,120,3.06,3.92,1,6,3.32
96,120,2.29,2.65,1,7,2.36
74,120,2.33,2.95,8,10,2.8
65,120,1.63,3.89,0,18,2.77
53,120,3.37,3.37,17,11,3.42
108,120,2.94,3.99,0,4,3.51
40,120,2.97,3.12,31,6,2.99
73,120,3.2,3.83,16,5,3.68
62,120,1.76,3.28,20,6,2.47
45,120,3.63,3.96,33,3,3.61
109,120,2.31,2.89,4,1,2.63
47,120,3.18,3.95,18,12,3.54
87,120,2.87,3.71,3,9,3.26
99,120,3.22,3.63,6,3,3.24
72,120,2.13,3.07,12,8,2.47
98,120,2.29,3.12,5,4,2.58
60,120,3.85,3.96,9,14,3.93
101,120,2.13,3.26,6,2,2.59
30,120,1.71,2.04,22,15,2.03
98,120,1.7,2.14,9,1,1.91
59,120,2.34,2.35,0,20,2.36
43,120,3.87,3.88,4,23,3.76
87,120,1.51,2.2,13,2,1.84
65,120,1.52,2.46,0,18,1.82
47,120,2.29,3.64,8,19,2.94
58,120,2.29,3.28,2,19,2.76
85,120,1.8,3.13,7,7,2.65
82,120,3.0,3.46,7,8,3.25
111,120,3.09,3.18,1,2,3.16
35,120,3.8,3.93,6,24,3.77
60,120,3.81,4.0,24,4,3.93
52,120,2.86,3.91,31,2,3.21
61,120,2.19,2.73,1,19,2.43
72,120,3.62,3.62,16,5,3.63
67,120,3.0,3.21,10,11,3.0
63,120,1.53,3.96,10,12,2.63
40,120,2.64,3.78,40,0,3.26
78,120,3.2,3.74,18,2,3.67
45,120,3.16,3.85,13,16,3.62
106,120,3.39,3.88,4,2,3.73
31,120,3.12,3.29,20,16,3.12
109,120,3.2,3.82,4,1,3.64
76,120,3.01,3.35,1,14,3.21
87,120,2.03,2.63,10,4,2.49
57,120,2.2,2.69,12,13,2.33
36,120,2.06,2.56,37,3,2.32
90,120,3.86,3.88,6,6,4.0
55,120,3.4,3.44,22,7,3.4
105,120,2.34,3.58,0,5,2.82
55,120,3.09,3.47,16,11,3.17
31,120,1.52,2.23,29,10,1.96
83,120,2.62,3.59,6,8,3.23
56,120,2.28,2.31,29,2,2.26
97,120,1.55,2.59,7,3,2.24
32,120,3.26,3.77,36,5,3.54
61,120,2.69,2.78,8,14,2.54
62,120,1.93,3.88,11,12,2.76
44,120,1.72,1.82,9,19,1.9
70,120,3.28,3.51,4,14,3.55
57,120,3.31,3.98,18,9,3.83
93,120,3.64,3.77,9,3,3.66
40,120,1.52,3.21,13,18,2.19
108,120,3.55,3.89,0,4,3.75
84,120,2.62,3.09,10,5,2.67
64,120,2.52,2.61,19,6,2.65
85,120,2.32,3.91,7,7,3.01
77,120,3.24,3.95,15,4,3.72
48,120,1.51,2.57,7,19,1.9
101,120,3.39,3.65,0,6,3.38
89,120,3.81,3.92,2,9,3.68
113,120,1.61,2.57,3,0,2.14
55,120,3.7,3.91,17,10,3.83
48,120,3.58,3.68,10,17,3.46
33,120,3.28,3.88,34,6,3.74
55,120,2.31,2.79,29,2,2.7
66,120,2.49,3.43,4,15,3.03
85,120,2.35,3.39,7,7,2.94
75,120,3.07,3.82,7,10,3.47
44,120,3.1,3.24,38,0,3.33
65,120,3.14,3.54,23,3,3.47
82,120,2.93,3.25,2,11,2.96
68,120,3.42,3.76,17,6,3.63
83,120,2.12,2.84,5,9,2.54
108,120,2.05,2.8,0,4,2.42
107,120,3.9,3.99,3,2,4.0
63,120,1.82,3.0,19,6,2.26
69,120,2.99,3.94,1,16,3.56
31,120,2.39,3.44,4,27,2.72
76,120,3.88,4.0,4,12,3.76
58,120,3.65,3.93,10,14,3.98
88,120,2.38,2.53,7,6,2.27
90,120,3.77,3.89,0,10,3.93
84,120,1.95,3.0,7,7,2.29
70,120,2.5,3.84,8,11,3.33
36,120,2.79,3.75,6,24,3.16
90,120,2.08,3.01,6,6,2.45
43,120,3.73,4.0,1,25,3.7
44,120,2.85,3.28,38,0,2.99
67,120,2.13,3.09,17,6,2.45
61,120,1.81,2.26,29,0,1.85
102,120,1.6,3.66,3,4,2.78
58,120,1.71,3.22,13,12,2.65
103,120,2.2,2.29,2,4,2.11
97,120,2.86,3.29,11,0,3.01
38,120,1.92,2.43,30,7,2.34
97,120,3.64,3.84,1,7,3.67
101,120,1.63,3.37,6,2,2.59
37,120,3.85,3.89,5,24,3.71
83,120,2.02,3.77,6,8,2.93
93,120,1.62,3.02,13,0,2.5
36,120,2.63,3.36,10,21,3.03
38,120,1.93,3.24,24,11,2.77
108,120,1.69,2.13,3,2,1.94
83,120,1.6,2.7,12,4,1.95
36,120,3.58,3.91,34,5,3.75
99,120,2.76,3.3,4,4,2.9
48,120,2.7,3.01,9,18,2.84
31,120,3.57,3.63,10,23,3.45
32,120,1.55,1.71,30,9,1.5
51,120,3.2,3.55,13,14,3.24
84,120,2.03,2.25,3,10,2.11
42,120,3.15,3.49,18,14,3.24
98,120,2.44,2.6,5,4,2.47
113,120,3.4,3.4,3,0,3.44
35,120,3.4,3.78,2,27,3.49
31,120,3.29,3.38,32,8,3.38
37,120,1.94,3.05,26,10,2.59
62,120,1.96,2.48,27,1,2.38
88,120,2.5,3.61,10,4,3.18
63,120,3.29,3.77,12,11,3.48
91,120,2.65,3.62,1,9,3.02
99,120,2.8,2.8,10,0,2.91
88,120,2.64,3.01,5,7,2.69
100,120,2.59,2.89,7,2,2.56
31,120,1.82,2.23,37,5,1.88
73,120,1.6,2.1,13,7,1.84
31,120,2.65,2.79,8,24,2.79
70,120,3.5,3.82,1,16,3.53
111,120,3.08,3.41,4,0,3.13
98,120,3.47,3.73,11,0,3.42
73,120,3.17,3.9,22,1,3.39
71,120,2.52,2.74,8,11,2.7
113,120,2.44,3.63,0,2,3.22
41,120,2.74,3.3,26,9,3.02
70,120,1.91,3.15,5,13,2.49
71,120,2.15,3.35,2,15,2.78
64,120,2.95,3.72,2,17,3.2
46,120,2.39,2.81,14,15,2.66
62,120,3.04,3.12,9,13,3.21
96,120,3.63,3.75,3,6,3.55
99,120,1.84,1.89,7,2,1.81
96,120,3.29,3.67,6,4,3.3
38,120,3.35,3.81,21,13,3.78
68,120,2.84,3.96,5,14,3.27
88,120,3.82,3.87,11,3,3.68
102,120,2.99,3.33,3,4,3.32
106,120,3.76,3.79,1,4,3.72
93,120,2.49,3.17,0,9,2.71
115,120,3.7,3.79,1,1,3.76
96,120,3.05,3.41,7,3,3.07
58,120,1.67,2.54,13,12,2.27
86,120,1.55,1.88,8,6,1.83
81,120,3.4,3.41,12,5,3.58
100,120,1.89,3.31,7,2,2.41
60,120,3.65,3.73,25,3,3.71
81,120,3.59,3.73,16,2,3.48
102,120,2.64,3.62,0,6,3.01
77,120,1.65,2.21,17,3,2.02
57,120,2.31,3.35,10,14,2.86
115,120,2.0,2.29,2,0,2.13
114,120,2.76,2.8,0,2,2.78
69,120,1.91,2.57,18,5,2.4
110,120,2.48,3.71,2,2,3.23
85,120,2.14,3.58,8,6,3.04
109,120,1.97,3.92,2,2,2.89
98,120,2.83,3.55,9,1,3.1
51,120,2.84,3.74,34,0,3.39
32,120,2.08,2.91,29,10,2.69
112,120,3.46,3.49,2,1,3.28
55,120,2.57,3.06,1,21,2.81
84,120,2.48,2.75,10,5,2.59
45,120,2.21,3.05,10,18,2.61
86,120,2.51,3.61,11,4,3.25
44,120,1.5,2.88,18,13,2.26
77,120,3.74,3.84,20,1,3.74
35,120,1.9,2.38,36,4,2.31
84,120,2.62,3.35,13,3,2.89
109,120,3.1,3.27,1,3,3.19
49,120,2.32,3.6,25,7,3.14
68,120,1.74,2.69,2,16,2.1
52,120,1.74,3.65,4,20,2.51
75,120,2.15,2.34,6,11,2.1
36,120,1.54,2.34,0,28,1.86
93,120,2.21,3.1,9,3,2.47
88,120,3.03,3.16,1,10,2.94
31,120,3.7,3.99,1,29,3.98
75,120,2.14,3.43,21,1,2.85
43,120,3.52,3.9,32,4,3.82
79,120,2.73,2.91,4,11,2.77
111,120,2.79,3.49,1,2,3.16
96,120,3.62,3.79,12,0,3.73
61,120,3.55,3.77,1,19,3.65
108,120,1.89,2.52,3,2,2.01
87,120,3.53,3.91,13,2,3.84
47,120,1.88,3.33,12,16,2.48
51,120,2.17,3.27,18,11,2.61
32,120,3.2,3.47,38,4,3.43
78,120,1.79,2.65,1,13,2.35
59,120,2.51,3.99,30,0,3.31
69,120,3.76,3.78,3,15,3.67
39,120,2.56,3.14,10,20,2.93
113,120,2.09,2.16,3,0,2.07
82,120,2.13,2.86,4,10,2.49
90,120,3.63,3.81,4,7,3.62
108,120,2.82,3.64,1,3,3.18
103,120,2.85,3.29,7,1,3.02
40,120,3.63,3.65,32,5,3.61
115,120,1.9,3.3,1,1,2.66
80,120,3.48,3.92,6,9,3.67
101,120,1.77,2.29,8,1,2.13
32,120,3.8,3.87,18,17,3.82
112,120,1.58,2.1,1,2,1.82
42,120,3.59,3.91,24,10,3.62
94,120,2.72,3.6,5,5,3.32
76,120,2.78,3.87,8,9,3.46
107,120,3.28,3.87,2,3,3.73
84,120,2.83,3.54,0,12,3.33
72,120,1.69,3.73,21,2,2.57
110,120,1.99,2.27,0,3,1.95
79,120,3.8,3.83,14,4,3.76
31,120,3.09,3.09,25,13,2.94
39,120,2.29,3.56,9,21,2.87
66,120,3.37,3.63,4,15,3.37
36,120,2.36,2.73,6,24,2.56
70,120,3.78,3.83,11,9,3.62
84,120,1.61,2.93,13,3,2.41
69,120,3.79,3.91,22,2,3.83
109,120,2.18,3.29,1,3,2.78
72,120,3.08,3.13,4,13,3.08
80,120,2.95,3.77,6,9,3.28
56,120,2.22,2.29,15,11,2.15
46,120,2.99,3.58,5,21,3.44
91,120,1.74,3.71,4,7,2.59
78,120,3.72,3.9,3,12,3.92
32,120,2.09,2.23,29,10,2.16
75,120,1.78,2.03,7,10,2.04
76,120,3.25,3.58,14,5,3.31
32,120,2.22,2.95,27,11,2.46
92,120,2.53,3.11,12,1,2.87
52,120,2.62,3.21,7,18,2.77
81,120,2.5,3.27,3,11,2.89
70,120,2.87,3.36,23,1,3.05
54,120,2.06,2.09,6,18,2.23
77,120,3.67,3.71,5,11,3.51
103,120,2.87,3.87,2,4,3.44
51,120,2.01,3.56,10,16,2.7
61,120,3.14,3.24,5,16,3.25
55,120,1.58,2.74,29,2,2.1
88,120,3.17,3.49,4,8,3.32
84,120,1.82,3.49,13,3,2.74
115,120,2.19,3.52,2,0,2.89
45,120,1.7,1.91,18,13,1.95
32,120,2.4,3.16,33,7,2.89
85,120,3.27,3.9,10,5,3.67
56,120,1.51,1.71,32,0,1.47
34,120,3.65,3.69,35,5,3.8
70,120,1.82,2.61,8,11,2.14
46,120,2.58,3.56,11,17,3.02
54,120,2.7,3.06,24,6,2.91
76,120,3.3,3.56,16,4,3.44
107,120,3.3,3.34,5,1,3.25
98,120,3.8,3.9,0,7,3.76
111,120,2.49,2.73,0,3,2.75
97,120,3.09,3.83,8,2,3.35
77,120,2.36,2.45,9,8,2.23
47,120,2.7,3.74,15,14,3.23
65,120,2.22,3.72,8,13,3.04
85,120,2.93,3.26,4,9,2.95
70,120,1.75,3.75,11,9,2.63
44,120,3.69,3.99,11,18,3.74
88,120,2.79,3.48,13,2,3.26
99,120,3.31,3.93,0,7,3.51
48,120,2.17,2.81,36,0,2.43
85,120,2.41,3.01,16,1,2.57
67,120,1.65,3.36,2,16,2.58
96,120,3.19,3.4,0,8,3.48
47,120,1.52,3.97,11,17,2.9
97,120,3.8,3.92,7,3,3.82
54,120,2.62,2.63,0,22,2.5
90,120,3.41,3.95,12,2,3.79
42,120,1.62,3.99,3,24,2.85
95,120,2.78,3.45,5,5,3.02
73,120,2.05,3.16,20,2,2.75
43,120,1.68,3.04,16,15,2.34
70,120,3.78,3.98,2,15,4.0
110,120,1.53,2.54,5,0,1.88
81,120,3.31,3.66,10,6,3.41
53,120,2.99,3.67,30,2,3.42
84,120,2.59,3.62,6,8,3.11
33,120,3.68,3.94,4,26,3.96
41,120,3.18,3.84,0,26,3.47
110,120,2.34,2.64,0,3,2.41
67,120,2.88,3.99,4,15,3.56
83,120,2.49,3.66,12,4,3.15
52,120,1.69,2.01,23,7,1.8
77,120,3.85,3.99,2,13,3.81
85,120,2.5,3.63,13,3,3.03
92,120,3.88,3.99,11,2,3.99
51,120,1.74,3.36,12,15,2.61
36,120,1.83,3.61,34,5,2.73
75,120,3.68,3.92,3,13,3.62
86,120,1.51,1.57,6,7,1.72
53,120,2.99,3.39,32,1,3.36
44,120,2.36,3.3,18,13,2.77
44,120,2.89,3.09,14,16,3.12
42,120,2.61,3.11,37,1,2.79
50,120,2.07,3.24,8,18,2.65
37,120,1.8,3.62,41,0,2.53
57,120,3.52,3.68,7,16,3.56
107,120,2.35,3.88,5,1,3.13
60,120,3.81,3.89,19,7,3.78
31,120,3.68,3.76,40,3,3.74
80,120,2.83,3.77,12,5,3.44
71,120,1.97,3.44,20,3,2.7
81,120,3.35,3.73,19,0,3.66
106,120,2.64,3.42,2,3,3.23
108,120,2.97,3.98,1,3,3.29
47,120,3.66,3.81,14,15,3.87
59,120,1.76,2.71,23,5,2.08
103,120,2.73,3.71,2,4,3.18
35,120,3.74,3.89,6,24,3.66
96,120,2.0,2.92,7,3,2.38
53,120,3.46,3.52,0,22,3.6
113,120,3.25,3.69,0,2,3.52
30,120,1.74,2.73,28,11,2.11
95,120,2.54,3.01,9,2,2.59
61,120,1.93,2.14,25,3,2.22
59,120,2.24,3.94,21,6,2.99
114,120,1.89,2.0,0,2,1.97
80,120,3.42,3.66,5,10,3.59
109,120,2.28,3.32,2,2,2.77
103,120,3.86,3.91,4,3,3.82
106,120,2.49,3.34,7,0,3.02
89,120,1.89,3.63,0,10,2.72
108,120,3.38,3.56,3,2,3.33
32,120,2.0,3.55,38,4,2.84
78,120,3.34,3.6,13,5,3.66
62,120,2.14,3.74,26,2,2.89
77,120,2.06,3.0,11,7,2.52
79,120,2.06,3.73,8,8,2.89
76,120,2.89,3.09,22,0,2.84
53,120,2.17,2.2,18,10,2.22
90,120,2.02,2.68,12,2,2.41
50,120,2.84,3.93,24,7,3.51
37,120,3.69,3.75,23,12,3.9
107,120,1.88,2.45,3,2,2.0
103,120,3.43,3.57,8,0,3.32
47,120,3.49,3.88,21,10,3.64
31,120,2.29,2.95,16,19,2.53
93,120,1.78,1.86,0,9,1.65
77,120,2.26,3.47,5,11,2.89
51,120,2.97,3.49,7,18,3.12
35,120,2.95,3.6,21,14,3.36
36,120,1.96,3.04,33,6,2.6
115,120,2.91,3.43,2,0,2.98
101,120,3.41,3.67,3,4,3.35
104,120,3.38,3.55,6,1,3.3
64,120,3.65,3.88,8,13,3.83
105,120,1.69,2.88,7,0,2.44
72,120,2.39,2.78,7,11,2.49
99,120,3.81,3.99,6,3,3.82
53,120,3.34,3.74,5,19,3.58
99,120,3.05,3.08,0,7,3.21
44,120,3.02,3.37,30,5,3.07
99,120,2.43,3.99,7,2,3.25
80,120,3.71,3.8,11,6,3.83
90,120,3.75,3.83,3,8,3.76
86,120,3.14,3.94,17,0,3.44
70,120,3.0,3.17,7,12,3.14
107,120,2.83,3.91,2,3,3.51
80,120,2.72,3.36,20,0,3.01
101,120,1.97,2.8,6,2,2.31
108,120,2.41,3.76,0,4,3.24
86,120,2.64,3.44,8,6,3.1
70,120,3.53,3.86,22,2,3.84
38,120,2.47,2.71,20,14,2.61
58,120,2.4,3.3,16,10,2.78
42,120,1.75,3.4,28,7,2.68
80,120,3.74,3.93,5,10,3.99
38,120,3.07,3.86,36,3,3.52
67,120,2.84,3.35,16,7,3.07
58,120,3.68,3.83,19,8,3.74
91,120,1.7,3.55,11,2,2.76
115,120,1.93,2.7,1,1,2.38
91,120,2.99,3.66,8,4,3.26
107,120,1.68,2.87,6,0,2.47
53,120,3.17,3.72,8,17,3.63
86,120,2.42,4.0,17,0,3.27
44,120,3.62,3.96,30,5,3.82
60,120,3.38,3.84,3,18,3.62
77,120,3.62,3.63,6,10,3.52
73,120,2.57,2.79,17,4,2.86
95,120,2.48,2.69,9,2,2.76
34,120,3.73,3.88,40,2,3.98
112,120,2.49,3.1,2,1,2.9
80,120,2.74,3.76,11,6,3.19
94,120,3.25,3.39,2,7,3.17
102,120,3.83,3.95,0,6,3.75
41,120,1.67,3.48,20,13,2.5
65,120,2.37,3.11,8,13,2.66
30,120,2.93,3.82,15,20,3.3
52,120,2.57,3.13,1,22,3.03
88,120,1.61,3.54,1,10,2.54
75,120,2.5,3.89,19,2,3.13
50,120,3.02,3.98,11,16,3.4
98,120,2.96,3.1,5,4,2.88
61,120,2.13,3.72,11,12,2.79
44,120,3.16,3.97,24,9,3.55
32,120,1.91,2.88,27,11,2.45
42,120,2.82,3.9,25,9,3.25
109,120,2.45,2.54,1,3,2.38
58,120,1.52,4.0,31,0,2.67
94,120,3.42,3.53,7,4,3.41
53,120,3.13,3.43,27,4,3.39
53,120,2.89,3.34,29,3,2.94
100,120,3.66,3.88,1,6,3.89
71,120,3.16,3.88,9,10,3.41
34,120,1.76,2.23,4,26,1.89
58,120,1.98,3.3,2,19,2.72
99,120,2.39,2.61,3,5,2.49
41,120,1.91,3.31,2,25,2.45
105,120,2.29,3.3,4,2,2.75
90,120,3.54,3.63,12,2,3.51
108,120,2.71,3.68,0,4,3.37
39,120,1.58,1.81,37,2,1.89
47,120,1.77,3.96,26,7,2.99
54,120,2.94,3.33,13,13,3.2
32,120,2.78,2.78,17,18,2.77
70,120,2.03,3.51,10,10,2.84
105,120,3.79,3.94,3,3,3.88
78,120,3.2,3.81,6,10,3.36
54,120,1.98,3.02,25,5,2.64
77,120,2.45,3.53,21,0,2.89
67,120,1.68,1.68,17,6,1.67
52,120,1.83,1.86,1,22,1.91
94,120,2.99,3.64,13,0,3.31
65,120,2.22,2.31,11,11,2.13
56,120,2.8,2.93,5,18,2.97
90,120,3.24,3.64,1,9,3.32
109,120,2.96,3.37,5,0,3.25
84,120,3.32,3.87,3,10,3.77
66,120,1.55,3.77,19,5,2.6
103,120,1.6,3.58,2,4,2.61
61,120,3.56,3.59,23,4,3.45
70,120,3.04,3.19,7,12,3.15
37,120,3.83,3.88,29,8,3.77
36,120,3.24,3.77,28,9,3.45
49,120,2.46,2.61,31,3,2.47
59,120,2.13,3.54,23,5,2.96
110,120,2.04,3.97,0,3,2.91
111,120,3.37,3.5,3,1,3.44
91,120,1.58,3.56,4,7,2.73
71,120,2.46,3.05,6,12,2.56
88,120,2.29,2.81,16,0,2.61
115,120,3.11,4.0,1,1,3.44
68,120,3.68,3.69,24,1,3.78
75,120,3.17,3.3,18,3,3.06
46,120,2.81,3.09,34,2,3.08
62,120,1.75,3.71,26,2,2.61
89,120,3.26,3.61,15,0,3.58
74,120,2.05,2.62,0,15,2.39
68,120,2.88,3.24,18,5,3.13
31,120,2.93,3.19,26,12,3.0
61,120,3.13,3.91,13,11,3.4
31,120,1.79,3.11,43,1,2.56
41,120,2.23,2.97,30,6,2.66
66,120,1.68,3.53,0,18,2.67
115,120,3.01,3.7,2,0,3.2
67,120,2.47,4.0,7,13,3.34
74,120,2.7,3.04,11,8,2.91
34,120,2.38,2.51,31,8,2.35
55,120,2.47,3.21,25,5,2.98
49,120,2.16,3.93,19,11,2.9
59,120,2.48,3.0,2,19,2.89
31,120,3.23,3.78,5,26,3.54
61,120,2.85,3.72,29,0,3.1
83,120,2.54,3.75,18,0,3.31
32,120,2.67,3.52,0,29,3.03
81,120,1.89,3.11,3,11,2.53
62,120,1.88,2.74,2,18,2.45
40,120,3.85,3.98,35,3,3.84
99,120,1.75,2.65,4,4,2.19
36,120,2.77,3.92,9,22,3.17
95,120,2.11,3.92,11,1,3.08
95,120,1.88,3.94,3,6,2.92
61,120,3.45,3.69,20,6,3.5
62,120,2.19,3.81,2,18,3.04
69,120,3.75,3.76,0,17,3.77
74,120,2.16,3.16,5,12,2.68
58,120,1.58,2.24,22,6,1.77
43,120,3.03,3.58,11,18,3.31
113,120,2.56,3.31,3,0,2.97
76,120,2.61,2.93,22,0,2.93
42,120,3.34,3.77,39,0,3.45
94,120,1.51,2.64,1,8,1.97
104,120,3.43,3.76,2,4,3.71
114,120,2.73,3.16,0,2,2.8
114,120,2.1,2.42,3,0,2.29
64,120,2.63,3.5,13,10,3.05
78,120,1.67,2.61,4,11,2.21
76,120,3.06,3.33,20,1,3.38
67,120,3.21,3.84,23,2,3.5
98,120,2.67,3.02,3,5,2.65
106,120,2.06,3.23,5,1,2.79
88,120,2.74,3.11,8,5,2.79
50,120,3.56,3.92,17,12,3.57
33,120,3.17,3.51,22,14,3.53
100,120,3.89,3.96,7,2,3.75
76,120,1.76,3.95,17,3,2.76
71,120,2.75,3.44,15,6,3.16
69,120,3.82,3.95,22,2,3.89
73,120,2.82,2.83,10,9,2.72
44,120,3.88,3.92,38,0,4.0
56,120,2.22,3.86,12,13,2.88
96,120,2.74,3.15,10,1,2.89
38,120,1.76,1.98,8,22,1.83
72,120,3.44,3.47,21,2,3.51
87,120,1.51,2.48,9,5,1.84
105,120,1.98,2.31,4,2,2.17
66,120,2.07,3.53,12,10,2.63
43,120,3.65,3.91,1,25,3.68
100,120,3.77,3.99,1,6,3.98
49,120,1.9,2.37,28,5,2.03
63,120,1.89,2.07,0,19,1.9
104,120,2.01,3.65,0,5,2.9
79,120,2.24,2.45,19,1,2.44
82,120,1.76,3.76,1,12,2.82
56,120,3.46,3.62,11,14,3.64
63,120,3.12,3.74,3,17,3.23
84,120,2.8,3.0,1,11,2.91
49,120,1.83,3.99,25,7,3.1
91,120,2.58,3.14,2,8,2.73
92,120,3.15,3.35,12,1,3.25
82,120,3.18,3.41,10,6,3.27
72,120,1.91,3.14,12,8,2.67
73,120,2.89,3.41,5,12,3.25
69,120,2.64,3.15,0,17,2.72
80,120,1.84,1.94,20,0,1.91
77,120,2.02,2.79,0,14,2.47
33,120,2.27,2.9,39,3,2.61
72,120,3.55,3.7,1,15,3.71
62,120,1.74,3.19,27,1,2.39
86,120,2.31,3.04,14,2,2.61
85,120,2.49,2.51,11,4,2.43
98,120,3.14,3.33,11,0,3.36
37,120,2.94,2.96,28,9,3.1
60,120,2.22,3.95,7,15,3.24
33,120,3.83,3.86,12,21,3.71
65,120,3.68,3.91,18,6,3.94
100,120,3.56,3.92,7,2,3.91
81,120,1.52,2.33,15,3,1.95
85,120,3.42,3.74,2,10,3.58
67,120,2.42,3.14,25,1,2.75
67,120,1.84,2.99,25,1,2.45
81,120,3.54,3.58,7,8,3.61
86,120,3.26,3.3,11,4,3.27
56,120,2.61,2.95,29,2,2.68
43,120,3.25,3.38,34,3,3.21
60,120,3.42,3.42,3,18,3.36
60,120,2.08,2.93,21,6,2.47
66,120,2.01,2.96,10,11,2.29
98,120,3.44,3.57,0,7,3.52
75,120,1.57,2.03,6,11,1.99
91,120,1.83,2.75,5,6,2.4
56,120,1.99,2.39,5,18,2.06
109,120,3.0,3.7,4,1,3.23
108,120,2.58,3.45,1,3,3.14
97,120,2.64,3.24,11,0,2.82
67,120,1.64,1.7,14,8,1.8
92,120,3.78,3.95,5,6,4.0
64,120,3.88,3.91,19,6,3.92
108,120,3.7,3.77,3,2,3.86
91,120,2.1,3.91,2,8,3.12
34,120,2.01,3.5,37,4,2.8
96,120,3.78,3.81,1,7,3.67
85,120,2.1,2.41,4,9,2.18
114,120,2.77,3.96,1,1,3.19
48,120,1.99,2.84,4,21,2.41
87,120,1.83,2.73,7,6,2.27
37,120,3.22,3.85,25,11,3.44
102,120,3.04,3.79,1,5,3.38
31,120,3.61,3.89,14,20,3.88
108,120,1.87,2.31,4,1,2.0
83,120,2.54,3.94,17,1,3.22
84,120,2.4,2.8,16,1,2.79
78,120,2.07,3.54,19,1,2.84
115,120,3.45,3.7,1,1,3.52
58,120,2.36,3.82,28,2,3.18
61,120,3.39,3.74,11,12,3.54
88,120,3.51,3.52,16,0,3.41
63,120,2.26,2.35,19,6,2.27
64,120,2.65,3.42,14,9,2.9
81,120,2.28,2.61,18,1,2.44
110,120,3.79,3.88,3,1,3.64
71,120,1.94,3.63,15,6,2.59
79,120,2.5,2.75,8,8,2.81
54,120,2.93,3.81,31,1,3.51
71,120,2.98,3.45,8,11,3.09
115,120,3.36,3.74,1,1,3.61
75,120,2.07,2.08,22,0,2.12
109,120,3.36,3.88,1,3,3.78
84,120,2.8,3.94,16,1,3.2
58,120,2.75,3.58,22,6,3.35
86,120,2.86,3.47,14,2,3.28
97,120,2.64,3.83,10,1,3.38
74,120,3.76,3.86,17,4,3.8
42,120,1.62,2.19,16,15,2.04
78,120,1.8,2.27,6,10,2.23
114,120,1.58,3.6,1,1,2.44
54,120,3.82,3.85,9,16,3.79
59,120,1.99,2.71,23,5,2.23
64,120,3.35,3.7,5,15,3.58
52,120,3.48,3.68,28,4,3.57
92,120,1.78,3.23,2,8,2.4
94,120,3.21,3.57,4,6,3.55
41,120,2.93,3.99,29,7,3.45
55,120,2.04,2.4,5,18,2.34
80,120,3.26,3.99,12,5,3.68
39,120,3.53,3.86,30,7,3.75
106,120,3.69,3.86,7,0,3.73
89,120,2.05,2.74,6,6,2.49
82,120,2.74,3.9,19,0,3.32
61,120,3.08,3.71,25,3,3.32
44,120,1.61,2.2,0,25,1.95
66,120,2.32,3.23,10,11,2.78
93,120,3.08,3.82,13,0,3.29
103,120,3.46,3.97,5,2,3.63
100,120,3.75,3.82,1,6,3.66
59,120,3.87,3.93,6,16,4.0
50,120,1.52,2.56,17,12,1.87
111,120,3.87,3.89,1,2,3.85
110,120,3.32,3.51,2,2,3.22
33,120,3.5,3.56,19,16,3.38
65,120,3.87,3.97,27,0,3.93
81,120,2.4,3.84,7,8,2.94
51,120,3.7,3.72,18,11,3.6
112,120,3.09,3.56,2,1,3.19
45,120,3.85,3.89,12,17,3.75
55,120,2.87,3.4,29,2,3.03
108,120,3.16,3.49,0,4,3.4
108,120,2.81,3.13,6,0,3.05
78,120,3.22,3.83,1,13,3.47
32,120,2.11,3.39,0,29,2.87
95,120,2.12,3.24,12,0,2.76
37,120,2.71,3.7,13,19,3.17
90,120,3.84,3.86,13,1,3.71
105,120,3.51,3.71,7,0,3.61
70,120,2.49,2.62,7,12,2.56
104,120,3.74,3.86,3,3,3.84
95,120,2.3,2.41,12,0,2.36
72,120,2.04,2.08,1,15,2.22
76,120,2.45,3.74,14,5,2.97
33,120,2.21,3.1,25,12,2.61
43,120,2.32,3.02,25,9,2.86
78,120,3.05,3.28,1,13,3.3
70,120,2.54,3.24,1,16,3.01
91,120,1.5,2.21,13,1,1.94
112,120,3.82,3.88,1,2,3.73
69,120,2.66,3.74,19,4,3.32
45,120,3.85,3.97,18,13,4.0
45,120,3.38,3.71,22,10,3.42
75,120,2.75,3.62,15,5,3.26
